"","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G3"
"322","F",17,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,1,"good","low","low","very low","very low","not sure",12,11,9
"323","F",17,0,0,0,"5th-9th grade","5th-9th grade",2,2,0,"<15mins","5-10hrs",0,0,1,1,1,1,1,1,0,"not sure","not sure","low","low","low","not sure",3,11,11
"324","F",17,1,1,0,"secondary education","primary education",2,2,1,"<15mins","5-10hrs",0,0,1,0,0,0,1,1,0,"not sure","high","not sure","low","not sure","very high",1,12,15
"325","F",17,1,0,0,"none","5th-9th grade",1,1,1,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,0,"not sure","not sure","not sure","low","not sure","low",0,16,15
"326","M",18,1,1,0,"higher education","higher education",3,3,0,"<15mins","5-10hrs",0,0,0,0,1,1,1,1,0,"good","not sure","not sure","low","low","not sure",3,9,11
"327","M",17,1,1,0,"secondary education","secondary education",3,2,0,"<15mins","<2hrs",0,0,0,0,1,0,1,1,0,"good","not sure","very high","not sure","very high","very high",3,14,16
"328","M",17,0,1,0,"5th-9th grade","5th-9th grade",2,3,0,">1hr","<2hrs",0,0,1,0,0,1,1,1,0,"good","high","very high","very high","very high","high",8,11,10
"329","F",17,1,1,0,"higher education","higher education",0,2,0,"<15mins","5-10hrs",0,0,1,1,1,1,1,1,0,"excellent","high","high","very low","not sure","high",7,10,9
"330","F",17,1,1,0,"higher education","higher education",0,0,0,"15-30mins","5-10hrs",0,0,1,1,0,0,1,1,1,"good","not sure","not sure","very low","low","high",4,14,14
"331","M",18,1,0,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins",">10hrs",0,0,1,0,1,1,1,1,0,"good","very high","very high","low","high","very high",2,9,8
"332","F",17,0,1,0,"5th-9th grade","higher education",1,3,1,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,1,"good","high","not sure","very low","very low","very high",7,12,14
"333","F",18,1,1,0,"secondary education","secondary education",2,2,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,0,"excellent","not sure","high","very low","very low","high",0,7,0
"334","F",18,1,0,0,"5th-9th grade","5th-9th grade",3,3,2,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,1,"good","not sure","not sure","very low","very low","low",0,8,0
"335","F",18,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"15-30mins",">10hrs",0,0,0,0,1,1,1,0,0,"good","high","high","very low","very low","high",0,10,0
"336","F",17,1,1,0,"secondary education","higher education",2,3,0,"<15mins","5-10hrs",0,0,0,0,0,1,1,1,0,"good","high","very high","very low","not sure","very high",16,16,15
"337","F",19,0,1,1,"secondary education","primary education",2,1,2,"<15mins","5-10hrs",1,0,0,1,0,1,1,0,0,"excellent","high","not sure","very low","low","very high",12,14,13
"338","F",17,1,1,0,"secondary education","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,1,0,1,1,1,1,"good","not sure","low","low","not sure","low",0,7,0
"339","F",18,1,0,0,"secondary education","secondary education",2,2,0,"<15mins",">10hrs",0,0,1,0,0,1,1,1,0,"excellent","not sure","not sure","very low","very low","very low",7,16,17
"340","F",17,0,1,1,"secondary education","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,1,0,1,1,1,0,"good","not sure","not sure","low","not sure","low",4,9,10
"341","F",19,1,1,0,"5th-9th grade","primary education",2,2,2,"<15mins","5-10hrs",1,0,0,1,1,1,1,1,1,"good","not sure","high","very low","not sure","not sure",4,11,11
"342","M",18,1,1,0,"higher education","higher education",0,2,1,"<15mins","2-5hrs",1,0,1,0,1,1,1,1,0,"good","not sure","not sure","low","low","low",0,10,0
"343","M",18,1,0,0,"secondary education","higher education",2,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","not sure","not sure","very low","not sure","very high",11,16,15
"344","F",17,1,1,1,"5th-9th grade","5th-9th grade",1,1,1,"<15mins","2-5hrs",1,0,1,0,0,1,1,1,1,"not sure","not sure","very low","very low","low","high",0,9,0
"345","F",18,1,1,0,"5th-9th grade","secondary education",1,3,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","low","not sure",4,11,10
"346","F",18,1,1,0,"secondary education","5th-9th grade",3,2,0,"<15mins","5-10hrs",0,0,0,0,0,1,1,1,1,"excellent","high","not sure","low","not sure","very low",7,13,14
"347","M",18,0,1,0,"higher education","secondary education",0,2,0,"<15mins","5-10hrs",0,0,0,0,0,1,1,1,1,"excellent","not sure","low","very low","low","high",9,16,16
"348","M",18,1,1,0,"higher education","secondary education",0,3,0,"<15mins","5-10hrs",0,0,1,1,0,1,1,1,1,"excellent","high","very high","low","not sure","very high",0,10,9
"349","F",17,1,1,0,"higher education","secondary education",4,3,0,"<15mins","5-10hrs",0,0,1,1,1,1,1,1,1,"good","high","not sure","very low","not sure","high",0,13,15
"350","M",18,0,1,0,"secondary education","5th-9th grade",3,3,0,"15-30mins","<2hrs",1,0,1,0,0,0,1,1,0,"bad","very high","very high","very high","very high","very high",10,11,13
"351","M",19,0,1,0,"primary education","primary education",3,2,2,"30mins-1hr","2-5hrs",3,0,0,0,0,1,1,1,0,"excellent","high","high","not sure","not sure","low",8,8,8
"352","M",17,1,1,0,"secondary education","secondary education",4,3,0,"15-30mins","2-5hrs",0,0,1,1,0,1,1,1,0,"good","very high","high","low","not sure","not sure",2,13,13
"353","M",18,1,0,0,"primary education","secondary education",1,2,0,"<15mins","<2hrs",1,0,0,0,0,1,0,1,1,"good","not sure","not sure","low","not sure","not sure",7,8,8
"354","M",19,0,1,0,"primary education","primary education",3,3,2,"30mins-1hr","<2hrs",1,0,1,0,0,1,1,1,0,"good","high","high","not sure","not sure","very high",4,8,8
"355","M",17,0,1,0,"higher education","secondary education",2,3,0,"15-30mins","2-5hrs",0,0,1,1,1,0,1,1,1,"good","very high","very high","very low","not sure","low",4,13,11
"356","F",18,1,1,0,"secondary education","secondary education",2,2,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,1,"excellent","not sure","high","very low","very low","very high",0,10,9
"357","F",17,0,1,0,"higher education","higher education",0,2,1,"15-30mins","2-5hrs",0,0,1,1,1,1,1,1,0,"good","not sure","not sure","very low","low","very high",4,12,13
"358","F",17,1,0,1,"secondary education","5th-9th grade",2,3,0,"15-30mins","2-5hrs",0,0,0,0,0,1,1,0,1,"very bad","low","not sure","very low","low","very high",2,12,11
"359","M",18,1,0,0,"primary education","primary education",3,2,1,"15-30mins","<2hrs",0,0,0,0,0,0,1,1,1,"not sure","not sure","low","very low","low","not sure",4,10,10
"360","F",18,1,0,0,"primary education","primary education",1,2,1,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,0,"excellent","not sure","low","very low","very low","high",0,18,16
"361","F",18,0,0,1,"primary education","higher education",1,3,0,"30mins-1hr","2-5hrs",0,0,0,0,0,1,1,0,1,"good","not sure","high","very low","high","very high",0,13,13
"362","M",18,0,0,0,"primary education","primary education",1,3,0,"15-30mins","2-5hrs",1,0,0,0,1,0,0,0,0,"good","high","not sure","low","not sure","very high",2,13,12
"363","F",18,1,1,0,"secondary education","secondary education",2,2,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","not sure","low","very low","not sure","not sure",0,11,10
"364","F",17,1,0,0,"higher education","higher education",1,1,0,"<15mins","2-5hrs",0,0,1,1,1,1,1,1,1,"bad","not sure","high","very low","very low","very low",0,16,15
"365","F",17,0,1,0,"primary education","5th-9th grade",3,2,1,"15-30mins","2-5hrs",0,0,0,0,0,0,1,0,0,"not sure","low","low","very low","low","not sure",0,12,12
"366","M",18,0,1,0,"primary education","secondary education",1,3,0,"15-30mins","2-5hrs",0,0,1,1,0,1,1,0,0,"not sure","not sure","high","low","high","not sure",4,10,10
"367","M",18,1,0,0,"higher education","higher education",0,2,0,"15-30mins","5-10hrs",0,0,0,1,0,1,1,1,1,"good","low","low","low","low","very high",0,13,13
"368","F",17,0,1,0,"primary education","primary education",3,2,0,"30mins-1hr","<2hrs",1,0,1,1,0,1,1,1,1,"excellent","low","very low","very low","low","very low",0,7,0
"369","F",18,1,1,0,"5th-9th grade","secondary education",1,2,1,"15-30mins","<2hrs",0,0,1,1,0,1,1,1,1,"excellent","low","not sure","very low","low","high",0,11,10
"370","F",18,0,1,0,"higher education","higher education",3,0,1,"30mins-1hr","2-5hrs",0,0,1,1,0,0,1,1,1,"not sure","low","low","high","low","very high",10,14,11
"371","F",19,1,0,0,"secondary education","5th-9th grade",2,2,2,"15-30mins","2-5hrs",2,0,0,0,1,1,1,0,1,"not sure","low","low","very low","very low","not sure",4,7,9
"372","M",18,0,0,0,"primary education","5th-9th grade",1,2,1,"30mins-1hr","<2hrs",0,0,1,1,1,1,0,1,1,"good","not sure","not sure","low","not sure","not sure",3,14,12
"373","F",17,1,1,0,"5th-9th grade","5th-9th grade",3,1,0,"<15mins","5-10hrs",0,0,0,0,1,1,1,0,1,"not sure","high","not sure","very low","very low","not sure",8,13,11
"374","F",17,0,1,0,"primary education","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"not sure","very high","very high","very low","not sure","very low",14,6,5
"375","F",18,0,0,0,"higher education","higher education",3,3,0,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,0,"excellent","high","high","very low","very low","very low",0,19,19
"376","F",18,0,1,0,"primary education","primary education",3,3,0,">1hr","5-10hrs",0,0,0,0,0,1,1,1,0,"good","not sure","low","very low","low","high",2,8,10
"377","F",20,1,1,0,"higher education","5th-9th grade",4,3,2,"15-30mins","5-10hrs",2,0,1,1,0,0,1,1,1,"excellent","high","not sure","very low","very low","not sure",4,15,15
"378","F",18,0,0,0,"higher education","higher education",0,2,0,"<15mins","2-5hrs",0,0,0,1,1,1,1,1,0,"excellent","high","not sure","not sure","high","low",4,8,10
"379","F",18,1,1,0,"secondary education","secondary education",3,3,0,"<15mins","2-5hrs",0,0,0,1,0,1,1,1,1,"good","very low","not sure","very low","low","very low",0,15,15
"380","F",17,0,1,0,"secondary education","primary education",1,3,0,"<15mins","2-5hrs",0,0,1,1,1,0,1,1,0,"good","very high","high","low","not sure","very low",17,10,10
"381","M",18,1,1,0,"higher education","higher education",0,0,1,"<15mins","2-5hrs",0,0,0,1,1,0,1,1,0,"not sure","low","high","very low","high","low",4,15,14
"382","M",18,0,1,0,"5th-9th grade","primary education",3,3,0,"15-30mins","<2hrs",0,0,0,0,1,0,1,1,1,"good","high","not sure","very low","not sure","very high",5,7,7
"383","M",17,1,1,0,"5th-9th grade","secondary education",3,2,1,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,0,"good","high","not sure","very low","very low","not sure",2,11,10
"384","M",19,0,1,0,"primary education","primary education",3,2,0,"15-30mins","<2hrs",1,0,0,0,0,1,1,0,0,"good","not sure","low","very low","not sure","very high",0,6,0
"385","M",18,0,1,0,"higher education","5th-9th grade",3,3,1,"15-30mins","<2hrs",1,0,0,1,0,1,1,0,0,"excellent","high","not sure","high","not sure","not sure",14,6,5
"386","F",18,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"15-30mins","5-10hrs",0,0,0,1,0,1,1,0,0,"excellent","not sure","not sure","very low","not sure","high",2,10,10
"387","F",18,0,1,0,"higher education","higher education",0,1,0,"30mins-1hr","<2hrs",0,0,1,1,1,1,1,1,1,"good","high","not sure","low","low","very high",7,6,6
"388","F",19,0,1,0,"5th-9th grade","secondary education",2,3,0,"<15mins","5-10hrs",1,0,0,0,1,0,1,1,0,"excellent","high","low","very low","low","very high",0,7,0
"389","F",18,1,0,0,"secondary education","primary education",0,2,0,"<15mins","2-5hrs",0,0,1,1,0,1,1,1,0,"good","not sure","high","very low","very low","very low",0,7,8
"390","F",18,1,1,0,"primary education","primary education",3,3,0,"15-30mins","2-5hrs",1,0,0,0,1,1,1,0,0,"very bad","very low","very low","very low","very low","very high",0,6,0
"391","M",20,1,0,1,"5th-9th grade","5th-9th grade",2,2,2,"<15mins","2-5hrs",2,0,1,1,0,1,1,0,0,"excellent","very high","high","high","very high","high",11,9,9
"392","M",17,1,0,0,"secondary education","primary education",2,2,0,"15-30mins","<2hrs",0,0,0,0,0,0,1,1,0,"bad","high","very high","not sure","high","low",3,14,16
"393","M",21,0,1,0,"primary education","primary education",3,3,2,"<15mins","<2hrs",3,0,0,0,0,0,1,0,0,"excellent","very high","not sure","not sure","not sure","not sure",3,10,7
"394","M",18,0,0,0,"secondary education","5th-9th grade",2,3,0,"30mins-1hr","<2hrs",0,0,0,0,0,0,1,1,0,"good","high","very low","not sure","high","very high",0,11,10
"395","M",19,1,0,0,"primary education","primary education",3,1,1,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"not sure","low","not sure","not sure","not sure","very high",5,8,9
"396","F",18,1,1,1,"higher education","higher education",1,0,0,"15-30mins","2-5hrs",0,1,0,0,0,1,1,0,0,"good","not sure","high","very low","very low","not sure",4,0,11
"397","F",17,1,1,0,"primary education","primary education",1,3,1,"<15mins","2-5hrs",0,0,1,0,0,0,1,1,0,"excellent","not sure","not sure","very low","very low","not sure",2,9,11
"398","F",15,1,0,0,"primary education","primary education",1,3,0,"<15mins","2-5hrs",0,1,0,0,0,1,1,1,0,"good","not sure","low","low","not sure","not sure",6,12,12
"399","F",15,1,1,0,"higher education","5th-9th grade",4,2,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,1,"not sure","low","low","very low","very low","very high",0,14,14
"400","F",16,1,1,0,"secondary education","secondary education",3,3,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,0,"good","not sure","low","very low","low","very high",0,11,13
"401","M",16,1,0,0,"higher education","secondary education",2,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","high","low","very low","low","very high",6,12,13
"402","M",16,1,0,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,1,0,"good","high","high","very low","very low","not sure",0,13,13
"403","F",17,1,1,1,"higher education","higher education",3,0,0,"15-30mins","2-5hrs",0,1,1,0,0,1,1,0,0,"good","very low","high","very low","very low","very low",2,10,13
"404","M",15,1,0,1,"secondary education","5th-9th grade",2,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","low","low","very low","very low","very low",0,15,17
"405","M",15,1,1,0,"secondary education","higher education",3,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","very high","very low","very low","very low","very high",0,12,13
"406","F",15,1,1,0,"higher education","higher education",0,4,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"not sure","not sure","not sure","very low","low","low",2,14,14
"407","F",15,1,1,0,"5th-9th grade","primary education",2,3,1,"30mins-1hr","5-10hrs",0,0,1,0,1,1,1,1,0,"excellent","low","low","very low","very low","high",0,10,13
"408","M",15,1,0,0,"higher education","higher education",4,2,1,"<15mins","<2hrs",0,0,1,0,1,1,1,1,0,"good","not sure","not sure","very low","not sure","very high",0,12,12
"409","M",15,1,1,0,"higher education","secondary education",0,3,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,0,"excellent","high","not sure","very low","low","not sure",0,12,13
"410","M",15,1,1,1,"5th-9th grade","5th-9th grade",3,3,2,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,1,"good","very high","low","very low","very low","not sure",0,14,15
"411","F",16,1,1,0,"higher education","higher education",4,3,0,"<15mins","<2hrs",0,0,1,0,0,1,1,1,0,"good","high","high","very low","low","low",6,17,17
"412","F",16,1,1,0,"higher education","higher education",2,2,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"not sure","low","not sure","very low","low","low",10,13,14
"413","F",16,1,1,0,"secondary education","secondary education",3,3,0,"30mins-1hr","2-5hrs",0,1,1,0,1,1,1,0,0,"excellent","not sure","low","very low","very low","high",2,13,14
"414","M",17,1,1,0,"secondary education","5th-9th grade",2,2,0,"<15mins","<2hrs",3,0,1,1,1,1,1,1,0,"excellent","very high","very high","low","high","very high",2,8,7
"415","M",16,1,0,0,"higher education","secondary education",4,3,1,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"not sure","very low","not sure","very low","not sure","very high",6,12,12
"416","M",15,1,1,0,"higher education","secondary education",0,3,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,1,0,"good","high","very low","very low","very low","very low",0,12,14
"417","M",15,1,1,0,"higher education","higher education",4,4,1,"<15mins","<2hrs",0,0,1,1,0,1,1,1,0,"excellent","high","low","very low","very low","very high",0,11,12
"418","M",16,1,0,0,"higher education","5th-9th grade",0,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,0,"good","very high","very low","very low","not sure","very high",0,12,14
"419","M",16,1,0,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","high","high","low","high","very high",2,10,10
"420","F",15,0,1,0,"5th-9th grade","higher education",2,4,0,"<15mins","5-10hrs",0,1,1,0,1,1,1,1,0,"good","not sure","low","very low","very low","very high",2,10,10
"421","F",16,1,1,0,"5th-9th grade","5th-9th grade",2,2,0,"<15mins","<2hrs",0,0,1,0,0,0,1,1,0,"very bad","low","low","very low","not sure","very high",6,10,12
"422","M",15,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,1,0,0,1,1,1,0,"good","low","low","very low","low","very high",8,11,12
"423","M",15,1,1,0,"higher education","5th-9th grade",4,2,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"bad","low","high","low","high","very low",0,11,11
"424","M",16,1,0,1,"secondary education","higher education",2,3,0,"<15mins","2-5hrs",0,1,1,1,1,1,1,1,0,"excellent","not sure","not sure","very low","very low","very high",2,12,13
"425","M",16,1,1,0,"higher education","higher education",0,0,0,"<15mins","2-5hrs",0,0,1,1,1,1,1,1,1,"good","high","very high","very high","very high","very high",4,12,12
"426","M",15,1,1,0,"higher education","higher education",4,2,0,"<15mins","2-5hrs",0,0,1,1,0,0,1,1,0,"excellent","high","low","not sure","high","very high",0,10,11
"427","M",15,1,1,0,"higher education","higher education",2,2,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","very low","very low","very low","very high",2,15,15
"428","M",15,0,1,0,"higher education","secondary education",0,1,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,1,"good","very high","low","very low","very low","very high",0,13,15
"429","M",15,1,0,0,"secondary education","secondary education",3,3,0,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,0,"excellent","not sure","low","very low","very low","low",0,13,12
"430","M",16,1,1,0,"secondary education","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,1,0,0,0,1,1,0,"excellent","high","not sure","very low","very low","very high",4,12,12
"431","F",15,1,1,0,"5th-9th grade","secondary education",3,3,1,"15-30mins","<2hrs",0,0,1,0,1,1,1,0,0,"not sure","very high","very low","very low","very low","very high",4,11,11
"432","M",15,1,0,0,"higher education","secondary education",0,2,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"excellent","high","not sure","very low","very low","high",0,14,14
"433","M",16,0,1,1,"higher education","higher education",3,0,0,"15-30mins","5-10hrs",0,0,1,0,1,1,1,1,1,"bad","high","not sure","very low","very low","very high",4,13,13
"434","F",15,0,1,0,"secondary education","higher education",2,4,0,"<15mins","5-10hrs",0,1,1,0,1,1,1,1,0,"good","not sure","low","very low","very low","very high",2,11,12
"435","F",15,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"<15mins","<2hrs",0,1,1,0,1,1,1,0,0,"good","not sure","very low","very low","very low","low",8,14,12
"436","F",16,1,0,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,0,1,0,1,0,1,1,1,"not sure","not sure","not sure","very low","low","not sure",16,11,10
"437","M",15,1,0,0,"higher education","higher education",0,3,2,"<15mins","<2hrs",0,0,1,0,0,0,1,1,1,"excellent","high","not sure","low","high","very high",8,10,11
"438","M",15,1,1,0,"higher education","higher education",2,0,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","not sure","very low","very low","very high",0,14,15
"439","M",15,1,1,0,"5th-9th grade","5th-9th grade",2,2,1,"<15mins","<2hrs",0,1,1,0,0,1,1,1,0,"excellent","high","very low","very low","very low","very low",0,9,10
"440","F",16,1,0,0,"5th-9th grade","5th-9th grade",3,1,1,"15-30mins","2-5hrs",1,1,0,0,1,1,1,1,0,"good","not sure","not sure","low","low","very high",14,10,11
"441","F",15,1,0,1,"higher education","secondary education",3,3,0,"<15mins","2-5hrs",0,1,1,1,1,1,1,1,1,"excellent","low","low","very low","very low","very high",4,10,11
"442","F",16,1,0,1,"secondary education","secondary education",3,2,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"bad","not sure","very high","very low","high","not sure",6,13,13
"443","M",16,1,1,0,"higher education","secondary education",4,2,0,"<15mins",">10hrs",0,0,0,0,1,1,1,1,0,"good","low","low","very low","very low","low",2,17,17
"444","M",15,1,1,0,"higher education","5th-9th grade",0,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,0,"good","not sure","not sure","low","low","very high",4,11,13
"445","F",15,1,1,0,"higher education","higher education",2,0,1,"<15mins","2-5hrs",0,1,1,0,1,0,1,1,0,"good","high","high","very low","very low","not sure",2,13,12
"446","F",16,1,0,0,"5th-9th grade","5th-9th grade",2,2,0,"30mins-1hr","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","low","not sure","high",0,14,13
"447","F",15,1,0,0,"higher education","5th-9th grade",4,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","very low","very high",0,16,16
"448","M",15,1,0,1,"higher education","5th-9th grade",4,4,1,"15-30mins","<2hrs",0,0,0,0,0,1,1,0,0,"excellent","very high","very high","not sure","high","very high",4,10,9
"449","F",15,1,1,0,"higher education","higher education",2,2,0,"<15mins","<2hrs",0,1,1,0,0,1,1,1,0,"not sure","not sure","high","low","not sure","very high",0,13,12
"450","F",15,1,0,1,"secondary education","secondary education",3,3,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"excellent","not sure","high","high","high","very low",0,13,13
"451","F",16,1,1,1,"5th-9th grade","primary education",3,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"excellent","not sure","high","very low","very low","low",2,12,12
"452","F",15,1,1,1,"higher education","secondary education",2,2,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","low","very low","very low","very low",0,15,15
"453","M",15,1,1,0,"higher education","higher education",0,4,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,0,0,"not sure","low","low","very low","very low","very high",8,15,16
"454","M",15,1,0,0,"primary education","5th-9th grade",3,1,1,"<15mins","2-5hrs",0,1,1,0,1,1,1,1,0,"good","not sure","low","very low","very low","very high",0,14,14
"455","F",16,1,1,0,"higher education","5th-9th grade",2,3,0,"<15mins","2-5hrs",0,0,1,1,0,1,1,1,0,"good","low","not sure","very low","very low","very high",2,16,16
"456","F",16,0,1,0,"higher education","higher education",4,0,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,0,0,"bad","high","high","low","not sure","high",0,17,16
"457","F",16,1,1,0,"primary education","primary education",2,2,1,">1hr","<2hrs",0,1,1,0,1,0,1,1,1,"excellent","very high","very high","very high","very high","very high",0,10,16
"458","F",16,1,0,0,"primary education","5th-9th grade",3,2,1,"<15mins","2-5hrs",0,1,0,0,1,1,1,1,0,"good","high","not sure","very low","very low","very low",0,13,10
"459","F",16,1,1,0,"higher education","secondary education",0,4,0,"<15mins","5-10hrs",0,1,1,0,1,1,1,1,0,"not sure","high","high","low","high","high",0,14,13
"460","F",15,1,0,0,"higher education","secondary education",2,2,1,"<15mins","2-5hrs",0,1,0,0,1,1,1,1,1,"good","high","high","low","high","low",0,13,12
"461","F",16,1,0,0,"higher education","secondary education",0,2,0,"30mins-1hr","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","high","not sure","very low","low","very low",2,16,16
"462","M",15,1,1,1,"higher education","higher education",3,2,0,"<15mins",">10hrs",0,0,1,0,1,0,1,1,1,"very bad","not sure","not sure","very high","very high","not sure",0,11,12
"463","F",16,1,1,0,"secondary education","primary education",2,3,0,"<15mins",">10hrs",0,1,1,0,0,1,1,1,0,"good","not sure","not sure","very low","low","very high",0,10,10
"464","F",15,0,0,0,"5th-9th grade","5th-9th grade",4,2,0,"15-30mins","2-5hrs",0,1,1,0,0,1,1,1,0,"good","very low","not sure","very low","not sure","high",0,11,11
"465","F",15,0,0,0,"secondary education","primary education",3,3,1,"15-30mins",">10hrs",0,0,1,0,0,0,1,1,0,"good","high","low","low","not sure","not sure",6,15,15
"466","M",16,1,1,0,"secondary education","primary education",3,3,1,"15-30mins",">10hrs",0,0,1,0,0,1,1,1,0,"good","not sure","low","very low","very low","very high",2,13,11
"467","M",15,1,1,0,"higher education","5th-9th grade",3,3,0,"<15mins",">10hrs",0,0,0,0,0,1,1,1,0,"not sure","not sure","not sure","very low","very low","not sure",0,11,10
"468","F",15,0,1,0,"primary education","primary education",3,3,0,"<15mins","2-5hrs",0,1,1,0,0,0,1,1,1,"not sure","not sure","high","low","high","very high",2,13,11
"469","M",16,1,1,0,"secondary education","primary education",3,3,0,"<15mins","<2hrs",0,0,0,0,1,1,1,0,0,"excellent","not sure","low","low","low","very high",0,13,14
"470","F",16,1,1,0,"secondary education","secondary education",3,2,0,"<15mins","2-5hrs",0,1,1,0,1,1,1,1,0,"good","not sure","not sure","low","high","very high",4,11,11
"471","M",15,1,1,0,"higher education","secondary education",0,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","not sure","low","not sure","very high",0,11,11
"472","M",15,1,1,0,"higher education","none",0,3,0,"15-30mins",">10hrs",0,0,0,0,1,1,1,1,0,"not sure","high","not sure","very low","very low","very low",0,12,11
"473","F",16,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins",">10hrs",0,0,0,0,0,1,1,1,1,"excellent","low","not sure","very low","not sure","not sure",1,13,13
"474","M",17,1,1,0,"5th-9th grade","primary education",3,3,0,"15-30mins","<2hrs",3,1,1,0,1,1,0,1,0,"good","very high","very low","very low","very low","not sure",0,9,10
"475","F",16,1,1,0,"secondary education","higher education",1,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"bad","high","not sure","very low","low","not sure",14,12,11
"476","M",15,1,1,0,"5th-9th grade","secondary education",3,2,1,"<15mins","<2hrs",0,1,1,0,1,0,1,1,1,"not sure","low","low","very low","not sure","not sure",0,11,12
"477","M",15,1,1,0,"5th-9th grade","secondary education",3,3,0,"<15mins","5-10hrs",0,1,0,0,0,0,1,1,0,"excellent","not sure","low","very low","low","very high",2,10,9
"478","F",15,1,0,0,"secondary education","5th-9th grade",2,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","high","high","very low","very low","very high",4,12,11
"479","M",15,1,0,0,"5th-9th grade","5th-9th grade",2,2,0,"15-30mins","2-5hrs",0,0,0,1,1,1,1,1,0,"excellent","not sure","not sure","very low","not sure","high",2,13,13
"480","F",15,1,1,0,"primary education","primary education",3,3,1,"<15mins","2-5hrs",0,0,1,0,1,0,1,1,0,"good","not sure","low","low","not sure","high",2,13,12
"481","F",15,1,1,0,"higher education","higher education",2,2,1,"15-30mins","2-5hrs",0,0,0,0,0,1,1,1,1,"good","high","high","low","not sure","very high",4,12,12
